Repr_id,REPR_FACI,REPR_DIST,TYP_CASE,REPR_NM,REPR_PHON_NUM,REPR_D,TYP_REPR_DISE_COND,LN_CASE,FN_CASE,DOB,NATL,CASE_UID1,CASE_UID2,DIST_CASE_RESI,DIST_CASE_RESI_TYP,SEX,OCCU,PHYS_ADDR,NEAR_LMK,PHON_NUM_CASE,PARE_CARET_NM,D_SEEN_FACI,VACC,VACC_TYP_VAC,VACC_NUM_DOSE,D_FACI_NOTI_DIST,D_L_VACCI,RECE_TRAV_HIST,D_O_RETU,ANY_CONT_OT_CASE,ANY_CLUSTER,D_ONSE,PREG_CASE_FEM,TRIM,PRES_SYMP,U_CONDS,COVI_HIST,P_COMPL_FRM_NM,D_S_COLL,D_S_SENT_LAB,S_TYP,S_COND,D_LAB_RECE_S,TYP_O_TESTS_PERF,TEST_PLAT,FIN_LAB_RESU,D_LAB_SENT_RESU_DIST,D_RESU_SENT_HCW,D_DIST_RECE_RESU,CASE_F_O,CASE_F_CLASS
MOH9022611060,3315,MW-NI,OPD,Sara,+265(0)999656232,2020-07-19,SARS/MERS/COVID,Myers,Brandon,1959-03-28,MZ,Passport,MZ906810,MW-LI,Rural,Male,politician,P.O.Box 10040 MW-CK,Hospital,+265(0)993289619,Richard,2020-07-14,Covid-19,Johnson & Johnson,1,2020-07-19,2020-06-29,Indigenous,2020-07-04,No,School,2020-06-25,N/A,N/A,Muscle ache,Cardiovascular Dz,No,Aaron Bond,2020-07-19,2020-07-19,Saliva,Adequate,2020-07-20,Antigen POC tests,Molecular Labs,Positive,2020-07-20,2020-07-20,2020-07-22,Dead,Lost
MOH1918213147,1596,MW-SA,OPD,Richard,+265(0)992958404,2020-05-30,Unexplained cluster,Fowler,Nicole,1979-02-20,JP,Passport,JP157628,MW-NI,Rural,Female,teacher,P.O.Box 73754 MW-ZO,Church,+265(0)997991271,Phyllis,2020-05-29,None,N/A,0,2020-05-30,2020-05-16,Indigenous,2020-05-12,Suspected,Hospital,2020-05-19,No,N/A,Cough,Neurological Dz,No,Samantha Johnston,2020-05-30,2020-05-31,OP swab,Not Adequate,2020-06-03,PCR,Mobile testing,Negative,2020-06-06,2020-06-06,2020-06-08,Lost,Compatible
MOH1299344322,515,MW-MG,POE,Tanya,+265(0)888704966,2020-11-18,AEFI,Marshall,Patrick,1937-12-01,RW,NID,RW174178,MW-DE,Rural,Male,business,P.O.Box 85898 MW-MH,Hospital,+265(0)993772448,David,2020-11-11,Covid-19,Johnson & Johnson,1,2020-11-18,2020-11-04,Indigenous,2020-10-29,No,Hospital,2020-11-11,N/A,N/A,Other,No,No,Donald Cardenas,2020-11-18,2020-11-19,Saliva,Not Adequate,2020-11-22,PCR,Molecular Labs,Positive,2020-11-25,2020-11-25,2020-11-26,Dead,Probable
MOH9712062158,3303,MW-RU,POE,Jose,,2020-12-11,SARS/MERS/COVID,Casey,Cynthia,1970-09-03,BR,Passport,BR832747,MW-NK,Urban,Female,lawyer,P.O.Box 61242 MW-TH,Hospital,+265(0)886697459,Heidi,2020-12-10,None,N/A,0,2020-12-11,2020-11-27,Indigenous,2020-12-10,Suspected,Family,2020-11-25,No,N/A,Skin rash,TB,Yes,Erin Vasquez,2020-12-11,2020-12-11,OP swab,Adequate,2020-12-12,Antigen POC tests,Molecular Labs,Negative,2020-12-12,2020-12-12,2020-12-13,TO,Probable
MOH9019886005,1827,MW-MW,IPD,Whitney,+265(0)883220993,2020-08-08,Unexplained cluster,Taylor,Andrea,1999-01-04,KE,Passport,KE842681,MW-MC,Rural,Female,student,P.O.Box 68690 MW-ZO,School,+265(0)999701625,Sheila,2020-08-06,None,N/A,0,2020-08-08,2020-07-18,International,2020-07-26,Confirmed,No,2020-08-04,Yes,Third,Muscle ache,COPD,Yes,Misty Hunter,2020-08-08,2020-08-08,NP swab,Not Adequate,2020-08-08,PCR,Mobile testing,Negative,2020-08-09,2020-08-09,2020-08-09,Alive,Lost
MOH7531319689,1719,MW-DO,OPD,Richard,,2020-11-21,Unexplained cluster,Maldonado,Stephen,1940-05-28,IN,Passport,IN223872,MW-NK,Urban,Male,doctor,P.O.Box 63083 MW-RU,School,+265(0)995691751,Patricia,2020-11-13,None,N/A,0,2020-11-21,2020-11-05,International,2020-11-02,Suspected,Hospital,2020-11-06,N/A,N/A,Headache,Liver Dz,No,John Williams,2020-11-21,2020-11-22,Blood,Not Adequate,2020-11-25,Antigen POC tests,Mobile testing,Positive,2020-11-26,2020-11-26,2020-11-28,Lost,Confirmed
MOH7729341331,441,MW-ZO,POE,Dale,+265(0)889610450,2020-10-08,SARS/MERS/COVID,Fuller,Alicia,1939-06-15,DE,NID,DE435084,MW-MH,Urban,Female,doctor,P.O.Box 37887 MW-MZ,Market,,Rachael,2020-10-04,Covid-19,AstraZeneca,2,2020-10-08,2020-10-02,International,2020-09-25,Confirmed,Work place,2020-10-03,Yes,First,Cough,Kidney Dz,No,Ashley Johnson DDS,2020-10-08,2020-10-09,OP swab,Not Adequate,2020-10-12,PCR,Mobile testing,Positive,2020-10-15,2020-10-15,2020-10-17,TO,Lost
MOH9184719134,2605,MW-RU,IPD,Stephanie,,2020-12-08,SARIs,Jones,Kristi,1949-08-26,EG,NID,EG110467,MW-CR,Urban,Female,student,P.O.Box 92338 MW-KS,Hospital,+265(0)995435643,Stacey,2020-12-02,Covid-19,AstraZeneca,2,2020-12-08,2020-11-27,International,2020-11-18,Suspected,Work place,2020-11-21,No,N/A,Nausea,Other,Yes,Vanessa Snyder,2020-12-08,2020-12-09,Blood,Not Adequate,2020-12-10,Antigen POC tests,Molecular Labs,Positive,2020-12-12,2020-12-12,2020-12-14,Lost,Confirmed
MOH7843789575,3106,MW-MH,OPD,James,+265(0)887320292,2020-07-22,Unexplained cluster,Jordan,Juan,1993-12-25,ET,NID,ET150496,MW-MH,Rural,Male,blank,P.O.Box 25344 MW-KS,School,,Joseph,2020-07-12,Covid-19,AstraZeneca,2,2020-07-22,2020-07-10,International,2020-06-25,Confirmed,No,2020-07-11,N/A,N/A,Fatigue,Stroke,Yes,Timothy Lewis,2020-07-22,2020-07-22,NP swab,Adequate,2020-07-25,Antigen POC tests,Mobile testing,Negative,2020-07-26,2020-07-26,2020-07-27,Alive,Confirmed
MOH7367323080,1607,MW-MU,POE,Bryan,+265(0)889813012,2020-10-24,AEFI,Heath,Michael,1936-09-08,IT,Passport,IT803956,MW-NI,Rural,Male,lecturer,P.O.Box 92671 MW-PH,Hospital,,Andrew,2020-10-19,None,N/A,0,2020-10-24,2020-10-03,Indigenous,2020-10-14,Confirmed,Work place,2020-10-15,N/A,N/A,Abdominal pain,Stroke,No,Jessica Jordan,2020-10-24,2020-10-25,Blood,Adequate,2020-10-26,PCR,Mobile testing,Negative,2020-10-28,2020-10-28,2020-10-31,Lost,Lost
MOH5009468414,1111,MW-DO,OPD,Michael,+265(0)886101664,2020-06-21,AEFI,Fry,Steven,1941-07-19,US,Passport,US191699,MW-PH,Urban,Male,journalist,P.O.Box 62296 MW-RU,Market,,Connor,2020-06-20,None,N/A,0,2020-06-21,2020-06-11,International,2020-06-17,No,Family,2020-06-01,N/A,N/A,Skin rash,DM,No,Stephanie Becker,2020-06-21,2020-06-21,Saliva,Not Adequate,2020-06-23,Antigen POC tests,Molecular Labs,Positive,2020-06-23,2020-06-23,2020-06-23,Alive,Confirmed
MOH2636404870,401,MW-SA,POE,Karen,+265(0)991776429,2020-08-08,AEFI,Fox,Derek,1985-06-10,BI,Passport,BI980041,MW-NB,Urban,Male,clerk,P.O.Box 50644 MW-MZ,Church,+265(0)884958280,Sara,2020-08-04,Covid-19,AstraZeneca,2,2020-08-08,2020-07-31,Indigenous,2020-07-22,No,No,2020-07-15,N/A,N/A,Fever,Hypertension,Yes,Spencer Shelton,2020-08-08,2020-08-08,NP swab,Not Adequate,2020-08-08,PCR,Molecular Labs,Negative,2020-08-10,2020-08-10,2020-08-13,Dead,Confirmed
MOH3044756244,2705,MW-NE,POE,Jennifer,+265(0)882538581,2020-12-09,AEFI,Graham,Anne,1973-02-03,CF,Passport,CF368844,MW-KR,Rural,Female,lawyer,P.O.Box 69738 MW-SA,Church,+265(0)882537312,John,2020-12-09,None,N/A,0,2020-12-09,2020-12-08,Indigenous,2020-11-19,Suspected,No,2020-12-01,No,N/A,Chest pain,TB,No,Lisa Greer,2020-12-09,2020-12-09,Saliva,Adequate,2020-12-10,PCR,Mobile testing,Negative,2020-12-11,2020-12-11,2020-12-11,Lost,Confirmed
MOH6818320527,3703,MW-DE,IPD,Rachel,,2020-07-10,Unexplained cluster,Sanchez,Rodney,1940-12-06,MW,Passport,MW853116,MW-DO,Rural,Male,doctor,P.O.Box 49759 MW-NE,Church,+265(0)993178246,Elizabeth,2020-07-03,Covid-19,AstraZeneca,2,2020-07-10,2020-07-01,International,2020-06-30,Suspected,Work place,2020-06-17,N/A,N/A,Muscle ache,Hypertension,Yes,Brooke Reyes,2020-07-10,2020-07-10,NP swab,Adequate,2020-07-10,Antigen POC tests,Molecular Labs,Negative,2020-07-13,2020-07-13,2020-07-13,Lost,Compatible
MOH4894481937,3709,MW-NS,IPD,Denise,+265(0)881001793,2020-07-25,AEFI,Howard,Robert,1935-05-08,CA,Passport,CA675814,MW-SA,Rural,Male,minister,P.O.Box 52480 MW-TH,Church,,Christina,2020-07-23,Covid-19,Johnson & Johnson,1,2020-07-25,2020-07-11,Indigenous,2020-07-12,Confirmed,Work place,2020-07-15,N/A,N/A,Fatigue,Cardiovascular Dz,No,John Newman,2020-07-25,2020-07-26,Blood,Not Adequate,2020-07-27,PCR,Mobile testing,Positive,2020-07-29,2020-07-29,2020-08-01,Alive,Lost
MOH6721022909,3601,MW-SA,OPD,Christopher,,2020-05-09,SARS/MERS/COVID,Rodriguez,Vanessa,2003-07-01,NG,Passport,NG507618,MW-MU,Urban,Female,teacher,P.O.Box 61232 MW-KR,Hospital,,Chad,2020-05-08,None,N/A,0,2020-05-09,2020-05-04,International,2020-05-04,No,Work place,2020-04-20,No,N/A,Other,Asthma,Yes,Darlene Johnson,2020-05-09,2020-05-10,OP swab,Adequate,2020-05-10,Antigen POC tests,Molecular Labs,Negative,2020-05-12,2020-05-12,2020-05-12,Dead,Confirmed
MOH7736469553,2801,MW-DE,OPD,Brian,,2020-07-18,SARIs,Chang,Duane,1947-07-12,MW,NID,MW467216,MW-NI,Rural,Male,business,P.O.Box 95861 MW-DE,School,+265(0)997613331,Jacob,2020-07-18,None,N/A,0,2020-07-18,2020-07-17,International,2020-07-13,Suspected,No,2020-07-03,N/A,N/A,No(Asymptomatic),Cardiovascular Dz,No,Maria Davidson,2020-07-18,2020-07-18,Blood,Not Adequate,2020-07-19,PCR,Mobile testing,Positive,2020-07-21,2020-07-21,2020-07-24,TO,Lost
MOH4528384621,2718,MW-MG,POE,Maria,+265(0)882345779,2020-09-10,AEFI,Yang,Tyler,1934-10-07,RW,NID,RW366492,MW-DO,Urban,Male,accountant,P.O.Box 96721 MW-NS,Church,+265(0)992222006,Heather,2020-09-09,None,N/A,0,2020-09-10,2020-09-09,International,2020-09-09,No,Work place,2020-08-27,N/A,N/A,Chest pain,Other,No,Tracy Morris,2020-09-10,2020-09-10,Blood,Not Adequate,2020-09-10,PCR,Molecular Labs,Negative,2020-09-11,2020-09-11,2020-09-14,Lost,Lost
MOH4026706663,1005,MW-MC,OPD,Tonya,,2020-07-16,SARS/MERS/COVID,Gill,Wayne,1982-10-14,NL,NID,NL218018,MW-SA,Rural,Male,minister,P.O.Box 54857 MW-NE,School,+265(0)993945117,Kevin,2020-07-07,Covid-19,Johnson & Johnson,1,2020-07-16,2020-06-19,Indigenous,2020-06-24,Suspected,School,2020-06-18,N/A,N/A,Abdominal pain,HIV,Yes,Mrs. Samantha Johnson,2020-07-16,2020-07-17,OP swab,Not Adequate,2020-07-18,Antigen POC tests,Mobile testing,Negative,2020-07-18,2020-07-18,2020-07-19,Dead,Confirmed
MOH8880358020,2531,MW-MG,POE,Laurie,+265(0)886663736,2020-06-08,SARIs,Willis,Steven,2003-10-22,IN,Passport,IN350768,MW-LI,Urban,Male,Engineer,P.O.Box 28601 MW-DE,Market,+265(0)991230819,Louis,2020-06-04,Covid-19,Johnson & Johnson,1,2020-06-08,2020-05-15,Indigenous,2020-05-23,No,School,2020-05-17,N/A,N/A,Bleeding,Stroke,No,Kelly Osborne,2020-06-08,2020-06-09,Blood,Not Adequate,2020-06-10,Antigen POC tests,Molecular Labs,Negative,2020-06-13,2020-06-13,2020-06-13,Lost,Probable
MOH7531319689,1719,MW-MZ,POE,Richard,,2020-07-14,SARIs,Hansen,Scott,1942-03-05,CN,Passport,CN168554,MW-BL,Urban,Male,Engineer,P.O.Box 87450 MW-CK,Market,,Heather,2020-07-06,Covid-19,Johnson & Johnson,1,2020-07-14,2020-06-21,Indigenous,2020-06-27,No,Work place,2020-07-06,N/A,N/A,Chest pain,HIV,Yes,Jeremy Simpson,2020-07-14,2020-07-15,OP swab,Adequate,2020-07-18,Antigen POC tests,Mobile testing,Positive,2020-07-21,2020-07-21,2020-07-23,Alive,Confirmed
MOH4378758512,137,MW-LK,POE,Roger,+265(0)995591610,2020-04-10,SARS/MERS/COVID,Boone,William,1956-01-20,EG,NID,EG755150,MW-SA,Rural,Male,doctor,P.O.Box 29370 MW-KS,Market,+265(0)882485576,Leslie,2020-04-07,None,N/A,0,2020-04-10,2020-04-04,Indigenous,2020-03-25,Confirmed,Family,2020-04-05,N/A,N/A,Abdominal pain,Other,Yes,Hannah Evans,2020-04-10,2020-04-10,Saliva,Adequate,2020-04-13,Antigen POC tests,Molecular Labs,Negative,2020-04-13,2020-04-13,2020-04-15,Alive,Compatible
MOH7288676155,103,MW-MU,IPD,Christy,+265(0)883794982,2020-09-11,SARS/MERS/COVID,Powell,Bonnie,1999-04-15,IN,Passport,IN670199,MW-MZ,Urban,Female,banker,P.O.Box 48796 MW-CR,School,+265(0)886399902,Katie,2020-09-02,Covid-19,AstraZeneca,2,2020-09-11,2020-08-27,Indigenous,2020-08-30,Confirmed,Hospital,2020-08-20,No,N/A,Skin rash,TB,Yes,Karen Davis,2020-09-11,2020-09-11,OP swab,Adequate,2020-09-11,PCR,Molecular Labs,Negative,2020-09-13,2020-09-13,2020-09-16,Lost,Compatible
MOH8794210778,3315,MW-BA,IPD,Jennifer,+265(0)996653569,2020-12-31,Unexplained cluster,Morgan,Ricky,1956-02-18,TZ,Passport,TZ872654,MW-ZO,Rural,Male,blank,P.O.Box 65649 MW-KR,Market,+265(0)881891068,Kevin,2020-12-29,None,N/A,0,2020-12-31,2020-12-24,Indigenous,2020-12-26,No,No,2020-12-09,N/A,N/A,Nausea,Stroke,No,Cory Smith,2020-12-31,2021-01-01,Blood,Adequate,2021-01-04,PCR,Molecular Labs,Negative,2021-01-04,2021-01-04,2021-01-05,Dead,Probable
MOH4913874523,305,MW-MZ,POE,Jason,,2020-06-05,AEFI,Cooper,Ashlee,1949-10-02,BR,Passport,BR833281,MW-LI,Urban,Female,technician,P.O.Box 33540 MW-KR,Market,+265(0)992277041,Rebecca,2020-05-30,None,N/A,0,2020-06-05,2020-05-27,Indigenous,2020-05-20,Suspected,Work place,2020-05-15,Yes,Second,Bleeding,TB,Yes,Victoria Ross,2020-06-05,2020-06-06,Blood,Not Adequate,2020-06-06,PCR,Molecular Labs,Positive,2020-06-08,2020-06-08,2020-06-11,Dead,Lost
MOH1511347306,2710,MW-NS,IPD,Krista,+265(0)881325681,2020-11-20,SARIs,Taylor,Matthew,1946-01-06,ET,Passport,ET597318,MW-NS,Rural,Male,farmer,P.O.Box 28289 MW-CT,School,,Ashley,2020-11-15,Covid-19,AstraZeneca,2,2020-11-20,2020-11-03,International,2020-11-04,Confirmed,School,2020-10-31,N/A,N/A,Abdominal pain,Hypertension,No,Joseph Patton,2020-11-20,2020-11-20,OP swab,Not Adequate,2020-11-20,PCR,Mobile testing,Positive,2020-11-20,2020-11-20,2020-11-20,TO,Lost
MOH4913874523,305,MW-NI,IPD,Jason,,2020-08-20,SARIs,Lewis,Lisa,1991-07-28,PK,Passport,PK379422,MW-NU,Urban,Female,blank,P.O.Box 30482 MW-ZO,School,+265(0)885258591,Rachel,2020-08-15,None,N/A,0,2020-08-20,2020-08-05,International,2020-08-05,No,Family,2020-07-28,No,N/A,Cough,Kidney Dz,Yes,Mary Yang,2020-08-20,2020-08-21,NP swab,Adequate,2020-08-22,Antigen POC tests,Molecular Labs,Positive,2020-08-25,2020-08-25,2020-08-26,Alive,Compatible
MOH8481409434,206,MW-LK,IPD,Robert,+265(0)996310286,2020-06-11,SARIs,Perry,Michael,1995-02-12,KW,Passport,KW335496,MW-NB,Rural,Male,technician,P.O.Box 35750 MW-MH,Market,+265(0)889288296,Isaac,2020-06-04,Covid-19,AstraZeneca,2,2020-06-11,2020-05-29,International,2020-06-03,Confirmed,No,2020-05-15,N/A,N/A,Diarrhea,HIV,No,Ellen Spears,2020-06-11,2020-06-11,NP swab,Adequate,2020-06-13,PCR,Molecular Labs,Positive,2020-06-14,2020-06-14,2020-06-17,Lost,Compatible
MOH9427420122,1013,MW-KS,OPD,Stephen,,2020-10-24,SARIs,Newton,Crystal,1946-07-01,DE,NID,DE373811,MW-PH,Urban,Female,lawyer,P.O.Box 01754 MW-MU,Market,,Guy,2020-10-15,None,N/A,0,2020-10-24,2020-10-08,Indigenous,2020-09-28,Suspected,No,2020-10-15,Yes,Second,Skin rash,Kidney Dz,Yes,Christopher Foster,2020-10-24,2020-10-24,Blood,Not Adequate,2020-10-24,PCR,Mobile testing,Positive,2020-10-26,2020-10-26,2020-10-26,Alive,Compatible
MOH4378758512,137,MW-ZO,IPD,Roger,+265(0)995591610,2020-05-06,Unexplained cluster,Fowler,Lynn,1927-12-09,IE,Passport,IE526211,MW-NB,Urban,Female,student,P.O.Box 89525 MW-NU,Church,,Bryan,2020-04-26,None,N/A,0,2020-05-06,2020-04-23,Indigenous,2020-04-19,Confirmed,Work place,2020-04-10,Yes,Second,Nausea,Stroke,No,Nathan Mcknight,2020-05-06,2020-05-07,Blood,Not Adequate,2020-05-10,Antigen POC tests,Molecular Labs,Negative,2020-05-12,2020-05-12,2020-05-14,Lost,Lost
MOH3991416921,2706,MW-NU,IPD,Robert,+265(0)991104397,2020-09-21,Unexplained cluster,Smith,Tiffany,1937-10-09,JP,Passport,JP699104,MW-MZ,Urban,Female,politician,P.O.Box 96658 MW-DE,Church,,Laura,2020-09-19,Covid-19,Johnson & Johnson,1,2020-09-21,2020-09-03,International,2020-09-04,No,No,2020-09-07,No,N/A,Bleeding,Other,No,Amy Rogers,2020-09-21,2020-09-22,OP swab,Adequate,2020-09-25,PCR,Mobile testing,Negative,2020-09-25,2020-09-25,2020-09-25,TO,Compatible
MOH3944663302,509,MW-BA,IPD,Kristen,+265(0)998841442,2020-10-24,SARS/MERS/COVID,Anderson,Kimberly,2002-02-05,ZA,Passport,ZA318232,MW-LK,Rural,Female,lawyer,P.O.Box 57333 MW-SA,Market,+265(0)885231061,James,2020-10-18,None,N/A,0,2020-10-24,2020-09-29,International,2020-10-10,Confirmed,School,2020-10-01,Yes,First,Diarrhea,DM,No,Julie Duran,2020-10-24,2020-10-24,OP swab,Adequate,2020-10-24,Antigen POC tests,Mobile testing,Negative,2020-10-27,2020-10-27,2020-10-27,Dead,Compatible
MOH5065997832,201,MW-LK,IPD,Alexander,,2020-12-23,SARS/MERS/COVID,Bauer,Tracy,1934-11-14,IE,Passport,IE108145,MW-LI,Urban,Female,farmer,P.O.Box 68241 MW-KR,Market,,Diana,2020-12-20,Covid-19,Johnson & Johnson,1,2020-12-23,2020-12-01,Indigenous,2020-12-07,Confirmed,No,2020-12-07,Yes,Third,Diarrhea,TB,Yes,Jeremy Hurst,2020-12-23,2020-12-23,Saliva,Adequate,2020-12-25,PCR,Molecular Labs,Positive,2020-12-28,2020-12-28,2020-12-31,TO,Lost
MOH9618481604,1717,MW-DE,POE,Stephen,,2020-12-18,Unexplained cluster,Bryant,Ricky,1962-10-22,NG,NID,NG777665,MW-NS,Urban,Male,politician,P.O.Box 57785 MW-MW,Market,+265(0)885776757,Kylie,2020-12-08,None,N/A,0,2020-12-18,2020-11-23,International,2020-11-21,No,Work place,2020-11-22,N/A,N/A,Fever,Other,No,Loretta Merritt,2020-12-18,2020-12-19,NP swab,Not Adequate,2020-12-19,Antigen POC tests,Mobile testing,Positive,2020-12-19,2020-12-19,2020-12-21,Dead,Compatible
MOH7524981301,1596,MW-NI,POE,Thomas,+265(0)996929925,2020-11-09,Unexplained cluster,Scott,Samantha,2004-01-19,CF,Passport,CF602954,MW-CT,Rural,Female,doctor,P.O.Box 87329 MW-BA,Hospital,,Denise,2020-11-04,Covid-19,Johnson & Johnson,1,2020-11-09,2020-10-15,Indigenous,2020-10-17,No,Work place,2020-10-26,No,N/A,Skin rash,Neurological Dz,Yes,Noah Howard,2020-11-09,2020-11-09,Saliva,Adequate,2020-11-12,PCR,Molecular Labs,Negative,2020-11-13,2020-11-13,2020-11-15,Dead,Confirmed
MOH4110688802,1210,MW-MH,POE,Amanda,+265(0)881897775,2020-09-27,AEFI,Castro,Sarah,1976-02-12,GB,NID,GB599990,MW-KS,Rural,Female,lecturer,P.O.Box 31519 MW-CT,Market,,Donald,2020-09-20,None,N/A,0,2020-09-27,2020-09-15,Indigenous,2020-09-16,No,No,2020-09-13,No,N/A,Abdominal pain,No,No,Tracey Barnett,2020-09-27,2020-09-28,NP swab,Adequate,2020-09-28,Antigen POC tests,Molecular Labs,Negative,2020-09-29,2020-09-29,2020-09-30,TO,Lost
MOH4158437822,1519,MW-NK,IPD,Lisa,+265(0)994100262,2020-06-19,AEFI,Meyer,Mario,2000-08-06,NG,Passport,NG606662,MW-CT,Rural,Male,doctor,P.O.Box 59257 MW-NS,School,+265(0)887273326,Kimberly,2020-06-10,None,N/A,0,2020-06-19,2020-05-30,International,2020-05-23,Suspected,Work place,2020-05-27,N/A,N/A,Cough,TB,Yes,Elizabeth Cruz,2020-06-19,2020-06-19,OP swab,Not Adequate,2020-06-19,PCR,Mobile testing,Positive,2020-06-20,2020-06-20,2020-06-21,Dead,Lost
MOH6162801691,1836,MW-BA,POE,Jason,+265(0)997404901,2020-09-12,Unexplained cluster,Haynes,Kelly,1922-05-01,TZ,NID,TZ630547,MW-NK,Urban,Female,banker,P.O.Box 36759 MW-DE,Hospital,+265(0)881170970,Alyssa,2020-09-10,None,N/A,0,2020-09-12,2020-08-21,International,2020-09-04,Confirmed,Hospital,2020-09-02,Yes,Third,Abdominal pain,Cancer,Yes,Courtney Stewart,2020-09-12,2020-09-13,OP swab,Not Adequate,2020-09-15,Antigen POC tests,Mobile testing,Negative,2020-09-16,2020-09-16,2020-09-16,TO,Compatible
MOH1299344322,515,MW-CR,POE,Tanya,+265(0)888704966,2020-08-23,AEFI,Dean,Marie,1924-03-08,KR,Passport,KR326075,MW-LK,Urban,Female,journalist,P.O.Box 56626 MW-BL,School,,Christopher,2020-08-16,Covid-19,AstraZeneca,2,2020-08-23,2020-08-07,International,2020-08-09,No,No,2020-08-05,No,N/A,Other,Cardiovascular Dz,No,Brianna Juarez,2020-08-23,2020-08-23,Blood,Not Adequate,2020-08-23,PCR,Molecular Labs,Negative,2020-08-25,2020-08-25,2020-08-25,TO,Confirmed
MOH1271143495,103,MW-MW,OPD,Brent,+265(0)882598428,2020-07-12,SARS/MERS/COVID,Johnson,Jon,1962-07-18,PK,Passport,PK708785,MW-LI,Rural,Male,blank,P.O.Box 25887 MW-TH,Market,+265(0)998445451,Jason,2020-07-02,None,N/A,0,2020-07-12,2020-06-19,International,2020-06-21,Confirmed,Work place,2020-06-12,N/A,N/A,Muscle ache,DM,Yes,Ryan Kane,2020-07-12,2020-07-12,Saliva,Adequate,2020-07-13,PCR,Mobile testing,Negative,2020-07-14,2020-07-14,2020-07-17,Alive,Lost
MOH7841604292,4078,MW-RU,IPD,Maria,,2020-09-14,Unexplained cluster,Davis,John,1941-05-10,NG,NID,NG448556,MW-BL,Urban,Male,blank,P.O.Box 43598 MW-MG,Market,+265(0)992129280,Gabriel,2020-09-12,Covid-19,Johnson & Johnson,1,2020-09-14,2020-09-05,International,2020-09-11,Confirmed,School,2020-09-06,N/A,N/A,Diarrhea,Kidney Dz,Yes,Joseph Green,2020-09-14,2020-09-14,NP swab,Not Adequate,2020-09-14,PCR,Mobile testing,Negative,2020-09-17,2020-09-17,2020-09-17,Alive,Compatible
MOH7731572559,2712,MW-BL,POE,Brooke,,2020-08-11,Unexplained cluster,Cooley,Jamie,1983-01-22,PK,NID,PK424842,MW-LK,Urban,Male,technician,P.O.Box 03461 MW-RU,Market,+265(0)999540989,Aaron,2020-08-08,None,N/A,0,2020-08-11,2020-07-28,International,2020-07-22,No,School,2020-07-25,N/A,N/A,Skin rash,Kidney Dz,Yes,Ms. Brittany Newton,2020-08-11,2020-08-11,OP swab,Adequate,2020-08-11,PCR,Molecular Labs,Positive,2020-08-13,2020-08-13,2020-08-16,Dead,Compatible
MOH9041691803,206,MW-LI,POE,Kendra,,2020-06-25,SARS/MERS/COVID,Mcintosh,Donald,1957-04-24,CA,Passport,CA537556,MW-MG,Urban,Male,accountant,P.O.Box 83265 MW-TH,Church,,Philip,2020-06-17,None,N/A,0,2020-06-25,2020-06-13,Indigenous,2020-06-12,Suspected,Hospital,2020-05-29,N/A,N/A,No(Asymptomatic),Other,Yes,Matthew Salazar,2020-06-25,2020-06-25,Saliva,Not Adequate,2020-06-26,Antigen POC tests,Mobile testing,Negative,2020-06-29,2020-06-29,2020-06-30,Dead,Probable
MOH9504474143,2719,MW-LK,POE,Michael,+265(0)883854520,2020-07-16,Unexplained cluster,Baker,Mark,1946-02-15,CN,NID,CN374006,MW-NI,Rural,Male,minister,P.O.Box 94724 MW-PH,Church,+265(0)882051890,Mark,2020-07-09,None,N/A,0,2020-07-16,2020-06-23,Indigenous,2020-07-01,Suspected,Hospital,2020-06-23,N/A,N/A,Cough,Hypertension,Yes,Cody Lopez,2020-07-16,2020-07-17,Saliva,Adequate,2020-07-18,PCR,Mobile testing,Positive,2020-07-18,2020-07-18,2020-07-21,Lost,Probable
MOH2741159267,441,MW-KS,OPD,Michelle,+265(0)997640610,2020-08-16,SARIs,Lang,Brian,1980-06-22,IN,NID,IN989501,MW-LK,Urban,Male,student,P.O.Box 76771 MW-RU,Hospital,,Ian,2020-08-07,None,N/A,0,2020-08-16,2020-07-30,Indigenous,2020-07-31,Confirmed,No,2020-07-30,N/A,N/A,Headache,COPD,No,Gregory Wolf,2020-08-16,2020-08-16,NP swab,Not Adequate,2020-08-19,PCR,Mobile testing,Positive,2020-08-20,2020-08-20,2020-08-22,Lost,Confirmed
MOH2368328407,3217,MW-NK,OPD,David,+265(0)882441943,2020-10-22,AEFI,Taylor,Jody,1935-02-01,RW,NID,RW653169,MW-LI,Urban,Female,business,P.O.Box 88179 MW-RU,Church,,Angela,2020-10-19,Covid-19,Johnson & Johnson,1,2020-10-22,2020-10-16,International,2020-10-03,No,Family,2020-10-08,No,N/A,Abdominal pain,DM,No,Kevin Howard,2020-10-22,2020-10-22,Blood,Not Adequate,2020-10-25,Antigen POC tests,Mobile testing,Negative,2020-10-26,2020-10-26,2020-10-26,Dead,Confirmed
